sentence,like_count,comment_count,share_count,date,comment,score,ratio,백신,부동산,북한,재난지원금,청년,문재인,윤석열,이준석,이재명,복지,접종,노조,기업
이대로 내년 3.9까지 가겠습니다.,2.2K,98,101,2021-09-14 00:00:00,"['이대로', '내년', '39', '까지', '가겠습니다']",0.0,0.0,,,,,,,,,,,,,
"숙고 끝에 영입 했는데 지지자 분들께서 비판이 봇물처럼 쏟아지네요.
이영돈 PD와 방금 상의 해서 일단 영입을 보류 하기로 했습니다.
인사라는게 참 힘든 작업 입니다.",2.4K,118,64,2021-09-14 00:00:00,"['숙고', '끝', '에', '영', '입', '했는데', '지지자', '분', '들', '께서', '비판', '이', '봇물', '처럼', '쏟아지네요', '이영돈', 'PD', '와', '방금', '상의', '해서', '일단', '영', '입', '을', '보류', '하기로', '했습니다', '인사', '라는', '게', '참', '힘든', '작업', '입니다']",-3.0000000000000004,-1.18,,,,,,,,,,,,,
"모후보측에서 고발사주 사건에 저의 캠프 관련 인사를 음해하는 것에 이어
경남지사 시절에 제가 직원들에게 재떨이를 집어 던졌다고 거짓 소문도 낸다고 합니다.
담배도 피우지 않는데 재떨이 운운 하는 것은 참 어처구니 없는 발상 입니다.
누가 그런 거짓 소문을 내는지 다 알고 있습니다.
아무리 다급해도 당당하게 하십시오.
그건 자멸의 길 입니다.",1.3K,59,35,2021-09-14 00:00:00,"['모', '후보', '측', '에서', '고발', '사주', '사건', '에', '저', '의', '캠프', '관련', '인사', '를', '음해', '하는', '것', '에', '이어', '경남', '지사', '시절', '에', '제', '가', '직원', '들', '에게', '재떨이', '를', '집어', '던졌다고', '거짓', '소문', '도', '낸다고', '합니다', '담배', '도', '피우지', '않는데', '재떨이', '운운', '하는', '것', '은', '참', '어처구니', '없는', '발상', '입니다', '누가', '그런', '거짓', '소문', '을', '내는지', '다', '알', '고', '있습니다', '아무리', '다급해도', '당당하게', '하십시오', '그건', '자멸', '의', '길', '입니다']",-1.000000000000001,-0.35,,,,,,,,,,,,,
"jp희망 캠프에 미디어 총괄 본부장으로 이영돈 PD를 영입 했습니다.
논란이 있을수 있지만 미디어 대처 능력은 탁월하신 분이라고 합니다.
저는 후보가 모든 것을 결정하는 구조로 캠프를 운영 합니다.
문화산업 총괄 본부장으로 여명숙 전 게임물 관리 위원장도 같이 하기로 했습니다.
외신 대변인으로는 권민영 중앙 여성위원회 부위원장님도  도와 주기로 했습니다.
세분께 감사 드립니다.",1.4K,182,73,2021-09-14 00:00:00,"['jp', '희망', '캠프', '에', '미디어', '총괄', '본부장', '으로', '이영돈', 'PD', '를', '영', '입', '했습니다', '논란', '이', '있을수', '있지만', '미디어', '대처', '능력', '은', '탁월하신', '분', '이라고', '합니다', '저', '는', '후보', '가', '모든', '것', '을', '결정', '하는', '구조', '로', '캠프', '를', '운영', '합니다', '문화', '산업', '총괄', '본부장', '으로', '여명', '숙', '전', '게임', '물', '관리', '위원장', '도', '같이', '하기로', '했습니다', '외신', '대변인', '으로는', '권', '민영', '중앙', '여성', '위원회', '부위', '원장', '님', '도', '도', '와', '주기', '로', '했습니다', '세분', '께', '감사', '드립니다']",4.199706854572607,1.45,,,,,,,,,,,,,
"헛된 꿈은 패가 망신을 초래 합니다.
고발사주 사건에 마치 우리측 캠프 인사가 관여 된듯이 거짓 소문이나 퍼트리고 
특정해 보라고 하니 기자들에게 취재해 보라고 역공작이나 하고
참 잘못 배운 못된 정치 행태 입니다.
당당하게 정도로 나가 십시오.
구태들 속에 있다 보니  같이 물들지 마시고요.
누가 거짓 소문 퍼트리고 있는지 다 알고 있습니다.
그건 야당내 암투가 아니라 본인과 진실의 충돌에 불과 합니다.
고발사주 사건에 이어 오늘 또 검찰을 가족 보호수단으로 악용 했다는 검찰 사유화 문건이 터졌습니다.
정도로 대처 
하십시오.",1.4K,56,75,2021-09-14 00:00:00,"['헛된', '꿈', '은', '패가', '망신', '을', '초래', '합니다', '고발', '사주', '사건', '에', '마치', '우리', '측', '캠프', '인사', '가', '관여', '된듯이', '거짓', '소문', '이나', '퍼트', '리', '고', '특정해', '보라', '고', '하니', '기자', '들', '에게', '취재', '해', '보라', '고', '역', '공작', '이나', '하고', '참', '잘못', '배운', '못', '된', '정치', '행태', '입니다', '당당하게', '정도', '로', '나가', '십', '시오', '구태', '들', '속', '에', '있다', '보니', '같이', '물들지', '마시고요', '누가', '거짓', '소문', '퍼트', '리', '고', '있는지', '다', '알', '고', '있습니다', '그건', '야당', '내', '암투', '가', '아니라', '본인', '과', '진실', '의', '충돌', '에', '불과', '합니다', '고발', '사주', '사건', '에', '이어', '오늘', '또', '검찰', '을', '가족', '보호', '수단', '으로', '악용', '했다는', '검찰', '사유화', '문건', '이', '터졌습니다', '정도', '로', '대처', '하십시오']",-8.0,-2.62,,,,,,,,,,,,,
"늘 상대후보가 압도적 우위로 나오던 데일리안 조사에서도 앞서 나가기 시작 했고 
양자 대결에서도 현저한 우위를 확보 했습니다.
국민여러분! 감사합니다.",1.7K,67,113,2021-09-14 00:00:00,"['늘', '상대', '후보', '가', '압도', '적', '우위', '로', '나오던', '데일리안', '조사', '에서도', '앞서', '나가기', '시작', '했고', '양자', '대결', '에서도', '현저', '한', '우위', '를', '확보', '했습니다', '국민', '여러분', '감사합니다']",0.9205001359518421,0.38,,,,,,,,,,,,,
방금  발표된 jtbc 여론조사 입니다.,2.3K,94,121,2021-09-14 00:00:00,"['방금', '발표', '된', 'jtbc', '여론조사', '입니다']",-0.49467996454893864,-0.28,,,,,,,,,,,,,
인천에서도 돌풍입니다.,1.1K,41,21,2021-09-14 00:00:00,"['인천', '에서도', '돌풍', '입니다']",0.0,0.0,,,,,,,,,,,,,
TK 50년 미래 5대 공약입니다.,1.1K,45,83,2021-09-14 00:00:00,"['TK', '50년', '미래', '5', '대', '공약', '입니다']",0.049333720962519756,0.03,,,,,,,,,,,,,
"연일 발표되는 여론조사 마다 골든크로스를 이루고 있으나 
아직 국민의힘 지지층에서는 밀리고 있다고 합니다.
확장성 면에서는 큰차이를 보이고 있어서 이젠 집토끼 마음 돌리기에 나서야 겠습니다.
오늘 오후 3시 대구 동성로 야외무대에서  TK  재도약 5대 공약을 발표 합니다.
한국 현대사를 이끌어온 TK지만 
20여년 동안 전국 지역생산력(GRDP)이 꼴찌 입니다.
TK 미래 50년 구상을 발표 하고
재도약하는 TK를 만들도록 하겠습니다.",1.5K,71,69,2021-09-13 00:00:00,"['연일', '발표', '되는', '여론조사', '마다', '골든', '크로스', '를', '이루고', '있으나', '아직', '국민', '의', '힘', '지', '지층', '에서는', '밀리', '고', '있다고', '합니다', '확장', '성', '면', '에서는', '큰', '차이', '를', '보이', '고', '있어서', '이', '젠', '집토끼', '마음', '돌리기에', '나서야', '겠습니다', '오늘', '오후', '3시', '대구', '동성로', '야외', '무대', '에서', 'TK', '재', '도약', '5', '대', '공약', '을', '발표', '합니다', '한국', '현', '대사', '를', '이끌어', '온', 'TK', '지만', '20', '여', '년', '동안', '전국', '지역', '생산력', 'GRDP', '이', '꼴찌', '입니다', 'TK', '미래', '50년', '구상', '을', '발표', '하고', '재도', '약하는', 'TK', '를', '만들도록', '하겠습니다']",0.8778003341183028,0.3,,,,,,,,,,,,,
