sentence,like_count,comment_count,share_count,date,comment,score,ratio,백신,부동산,북한,재난지원금,국민지원금,청년,문재인,윤석열,이준석,이재명,복지,접종,기업
[오늘의 추미애],798,72,25,2021-09-16 00:00:00,"['오늘', '의', '추미애']",0.0,0.0,,,,,,,,,,,,,
"빙의 돼부렀소 ! 어쩌야쓰까 브루다이야님 ~~~
( 자식을 여섯이나 낳아 다 기르셨다는 광주어머니의 손을 다정하게 잡아드렸습니다. 당신의 거친 손이 우리를 지켰습니다! 고맙습니다♡)",2.6K,160,76,2021-09-16 00:00:00,"['빙의', '돼', '부렀소', '어쩌', '야', '쓰까', '브루', '다이야', '님', '자식', '을', '여섯', '이나', '낳아', '다', '기르셨다는', '광주', '어머니', '의', '손', '을', '다정하게', '잡아', '드렸습니다', '당신', '의', '거친', '손', '이', '우리', '를', '지켰습니다', '고맙습니다']",-2.0,-0.79,,,,,,,,,,,,,
"16일(목) 추미애 후보 광주 오후일정
■오후3시 
빚고을시민햇빛발전소 협동조합
- 농성빛 여울채 아파트 (광주 서구 월산로 164-3)
■오후4시
양동시장 방문
- 5.18 주먹밥 상징탑 앞
■오후6시 30분 인터뷰
TBS-R 신장식의 신장개업
*오늘 광주전남전북지역 방송토론회는 주관 방송사 내 코로나 확진자 발생으로 취소되었습니다.",770,62,20,2021-09-16 00:00:00,"['16일', '목', '추미애', '후보', '광주', '오후', '일정', '오후', '3시', '빚', '고을', '시민', '햇빛', '발전소', '협동조합', '농성', '빛', '여울', '채', '아파트', '광주', '서구', '월산', '로', '1643', '오후', '4시', '양동시장', '방문', '518', '주먹밥', '상징', '탑', '앞', '오후', '6시', '30분', '인터뷰', 'TBSR', '신', '장식', '의', '신장', '개업', '오늘', '광주', '전남', '전북', '지역', '방송', '토론회', '는', '주관', '방송사', '내', '코로나', '확', '진자', '발생', '으로', '취소', '되었습니다']",-4.95743971639151,-1.78,,,,,,,,,,,,,
"윤석열이 검찰총장으로서 조직을 사유화해 정치에 노골적으로 개입한 윤석열의 난에 그 하수 손준성을 누가 임명했느냐 하는 것은 문제의 본질이 아닙니다.
마치 강도를 잡았는데 강도의 범행이 초범인지 상습범인지, 피해 규모가 얼마나 되는지 수사에 집중하지 못하도록 그 강도를 누가 낳았느냐를 캐묻는 것과 같이 한심한 질문입니다.
손준성으로 어그로를 끌어 자신의 죄를 회피하려는 것이 윤석열의 잔꾀인데 민주당 대선 후보가 동조하는 것은 대단히 어리석은 일입니다.
조국 전 장관이 찾아낸 손준성이 만든 것으로 추정되는 윤석열을 엄호하기 위해 장관을 규탄하는 연서명부의 맨 앞에는 손준성의 이름 석자가 들어가 있습니다.
가나다 순도 아닌데 서명자 맨 앞에 있는 것은 이런 집단행동을 주도했거나 가장 열렬히 반대했어야 하는 입장인 것입니다.
윤석열에 대한 징계청구가 부당하다며 장관을 규탄하는 문건이 작성된 지난해 11월 26일에는 제가 판사사찰문건에 대해 대검 감찰부에 수사를 의뢰한 날이기도 합니다.
또, 그 무렵 당은 시중의 여론이라며 장관에 대한 해임건의를 하기도 했습니다. 이렇게 안팎으로 좌우로 협공을 받아가며 징계위를 구성해야 했습니다.
이래도 윤석열의 난의 심각성을 모르시겠습니까?",5.6K,224,821,2021-09-16 00:00:00,"['윤석열', '이', '검찰총장', '으로서', '조직', '을', '사유화', '해', '정치', '에', '노골', '적', '으로', '개입', '한', '윤석열', '의', '난', '에', '그', '하수', '손준', '성', '을', '누가', '임명', '했느냐', '하는', '것', '은', '문제', '의', '본질', '이', '아닙니다', '마치', '강도', '를', '잡았는데', '강도', '의', '범행', '이', '초범', '인지', '상습범', '인지', '피해', '규모', '가', '얼마나', '되는지', '수사', '에', '집중', '하지', '못', '하도록', '그', '강도', '를', '누가', '낳았느냐', '를', '캐', '묻는', '것', '과', '같이', '한심한', '질문', '입니다', '손준', '성', '으로', '어그', '로', '를', '끌어', '자신', '의', '죄', '를', '회피', '하려는', '것', '이', '윤석열', '의', '잔꾀', '인데', '민주당', '대선', '후보', '가', '동조', '하는', '것', '은', '대단히', '어리석은', '일', '입니다', '조국', '전', '장관', '이', '찾아낸', '손준', '성', '이', '만든', '것', '으로', '추정', '되는', '윤석열', '을', '엄호', '하기', '위해', '장관', '을', '규탄', '하는', '연', '서', '명부', '의', '맨', '앞', '에는', '손준', '성의', '이름', '석', '자가', '들어가', '있습니다', '가나다', '순도', '아닌데', '서명', '자', '맨', '앞', '에', '있는', '것', '은', '이런', '집단', '행동', '을', '주도했거나', '가장', '열렬히', '반대', '했어야', '하는', '입장', '인', '것', '입니다', '윤석열', '에', '대한', '징계', '청구', '가', '부당하다며', '장관', '을', '규탄', '하는', '문건', '이', '작성', '된', '지난해', '11월', '26일', '에는', '제', '가', '판사', '사찰', '문건', '에', '대해', '대검', '감찰', '부', '에', '수사', '를', '의뢰', '한', '날', '이기도', '합니다', '또', '그', '무렵', '당', '은', '시중', '의', '여론', '이라', '며', '장관', '에', '대한', '해임', '건의', '를', '하기도', '했습니다', '이렇게', '안팎', '으로', '좌우', '로', '협공', '을', '받아가며', '징계', '위', '를', '구성', '해야', '했습니다', '이래도', '윤석열', '의', '난의', '심각', '성', '을', '모르시겠습니까']",-15.64664373435619,-4.63,,,,,,,,True,,,,,
"존경하는 국민 여러분, 광주시민과 전남도민 여러분!
지난 7월 첫 번째 지역일정으로 광주를 선택했던 저 추미애, 다시 광주에 왔습니다.
1차 수퍼위크 결과, 당당히 3위로 도약했고, 두 자릿수 지지율을 보내주셨습니다. 다시 한 번 감사드립니다.
내년 대선, 그리고 이번 경선, 결국은 호남의 선택이 승패를 좌우합니다.
광주전남, 전북의 20만 권리당원의 표심이 어떤 선택을 하느냐에 따라 대한민국의 미래를 결정하게 되는 것입니다.
호남은 역대로 눈에 보이는 대세가 아니라 심장으로 보는 가치와 비전을 선택하셨습니다.
대한민국의 민생과 민주주의, 평화의 보루이자 방향타 역할을 해주셨습니다.
동학혁명과 촛불혁명을 잇는 5.18광주의 정신은 지금도 우리의 삶 곳곳에 흐르고 있습니다.
민주정부 4기 수립을 위해 우리는 뼈를 깎는 성찰과 반성을 해야 합니다. 
문재인정부는 누가 뭐라 해도 촛불민심을 받드는 촛불정부이고, 촛불정부여야 합니다.
민주정부 4기 역시 촛불정신을 잇는 강력한 개혁정부, 민주정부여야 합니다.
민주당의 존재이유는 개혁입니다. 개혁은 민주당의 존재이유입니다.
개혁의 깃발을 놓는 순간 우리의 자랑스러운 민주당은 그저 속물들의 출세와 영달을 위한 욕망의 도구로 전락하게 될 것입니다. 
개혁을 소홀히 하고, 오히려 발목 잡던 사람이 민주당의 대통령 후보가 되어서는 안 됩니다.
네거티브와 무책임의 대명사가 민주당의 얼굴이 되어서는 안 됩니다.
개혁에 소명감을 갖고 개혁에 헌신할 줄 알고 개혁을 위해 당당히 용기 낼 수 있는 사람이 필요합니다.
차기 민주당 정부는 개혁노선을 보다 선명하게 선언하고 실천해 갈 것입니다.
저 추미애가 해내겠습니다.
모든 사회대개혁을 가로막았던 검찰개혁과 사법개혁이 이제 눈앞에 와있습니다.
검경수사권조정과 공수처 설치는 완성했습니다.
이제 검찰개혁의 핵심인 수사권, 기소권 분리에 이어 중대범죄수사청 설치만 남아 있습니다. 
검찰개혁이 이뤄져야 사법정의가 바로 세워지고, 정치개혁, 언론개혁, 사학개혁, 재벌개혁 등 비로소 촛불혁명의 염원인 사회대개혁을 이룰 수 있습니다.
사회대개혁 없이 21세기 선진강국으로 한 치도 나아갈 수 없다는 점은 너무나 자명합니다.
국민 여러분!
윤석열 정치검찰의 청부고발사건은 대표적인 국기문란사건이자, 그 내용의 핵심은 검찰과 야당의 ‘검은 야합’입니다.
검찰이 보복성 고발장을 작성, 야당에 전달하면, 야당은 정치공세와 검찰 수사를 촉구하고 언론은 이를 부풀려 개혁을 저지하고 가로막는 검언정 카르텔의 ‘주거니 받거니’ 정치공작입니다.
윤석열은 자신이 저지른 일을 덮어버리고자 추미애 탓을 하고 박지원 탓을 합니다.
그마저도 먹히지 않자, 국민의힘 내부 경쟁자를 향해 비난을 퍼붓고 있습니다.
제가 경고한 그대로 국민의힘은 정치검찰 윤석열을 입당시킨 후과를 단단히 치를 것입니다.
아무리 발버둥 쳐도 진실의 문은 이미 열렸습니다.
문제는 이러한 사안의 본질을 제대로 알지도, 꿰뚫어 보지도 못하는 사람들이 민주당 경선장에서 윤석열의 논리로 상대후보를 공격하고 있다는 점입니다. 
스스로 부끄러운 줄 알아야 할 것입니다.
저는 지난 해 8월, 검경수사권 조정 등 외부환경의 변화로 수사기능의 조정을 목표로 검찰의 직제를 개편하고 인사를 단행한 바 있습니다.
대검의 수사정보정책관실을 대폭 축소하기로 하고 1정책관 2담당관 체제를 1담당관 체제로 확정했습니다.
당연히 인사도 교체해야 합니다.
그런데 윤석열은 손준성 검사의 유임을 강력히 요구했습니다.
법무부장관인 제게도 강력한 요청을 해왔고, 그게 먹히지 않자, 제2, 제3의 인사를 통해 자신의 요구를 관철시키고자 했습니다.
손준성에 대해 직급을 강등시켜서라도 그 자리에 앉히려는 이유를 납득하기 어려웠습니다.
그런데 나중에 알고보니 바로 판사사찰문건을 작성하던 곳이 수사정보정책관실이었던 것이었습니다.
그리고 이번에 드러난 청부고발장이 작성된 곳으로 강력히 추정되는 인물이었습니다.
왜 윤석열이 손준성 검사를 싸고돌았는지 확연해진 것입니다.
이를 두고 이제 와서 장관에게 책임을 묻는 이낙연 후보의 논리는 도저히 납득이 되지 않습니다.
다시 한 번 강력한 유감을 전하며 사과를 촉구합니다.
손준성 검사의 유임을 강력히 원했던 윤석열, 그 윤석열의 요구를 저에게 강압하듯 전달했던 인사들에 대해서는 분명히 밝힐 날이 올 것입니다.
이를 두고 청와대가 직접 일개 검사의 유임을 요청했다는 식으로 왜곡해서는 안 됩니다.
존경하는 광주, 전남 시민여러분!
추미애가 가고자 하는 21세기형 선진국가, 대한민국은 국가균형발전4.0 시대를 열어 갈 것입니다.
추미애는 광주·전남을 국가균형발전4.0시대의 전초기지로 만들어 내겠습니다.
첫째, <5.18민주화운동 정신>을 헌법 전문에 싣는 개헌을 추진해 문재인 대통령의 약속을 완수하고, 국가균형발전의 역사적 줄기와 정신적 근간을 마련하겠습니다. 
둘째, 87년 민주화운동의 헌법적 성과인 <헌법재판소>를 민주화운동의 성지인 광주에 유치하겠습니다. 행정중심도시 세종에 이어 헌법중심도시 광주로 키워 광주시민의 자긍심을 드높이겠습니다. 
셋째, <광주-나주-목포>일대와 <여수-순천-광양>일대를 잇는 호남형 메가시티를 구축하겠습니다. 
넷째, 호남형 메가시티는 세계적 수준의 인공지능, 신재생에너지, 자율자동차, 우주산업 육성으로 명실상부한 4차 산업혁명의 전초기지가 될 것입니다. 
광주전남 당원 동지 여러분!
민주당은 다시 촛불로 돌아와야 합니다. 다시 평화로 돌아와야 합니다. 
무늬만 민주당이 아니라 정신도, 심장도 민주당이 되어야 합니다.
실망하고 돌아선 민주개혁 세력을 오월 광주정신의 깃발 아래 모아야 합니다.
개혁정치의 복원 없는 중도외연 확장은 허구입니다. 시대가 내린 개혁의 과제 앞에서 주저하거나 비겁하게 돌아가지 말아야 합니다. 
오월 광주정신과 촛불정신은 하나입니다. 
촛불혁명의 정신을 다시 일으켜 세워 사회대개혁의 소명을 끝내 이뤄내야 합니다. 
저 추미애, 결단하고 용감하게 개혁의 관문을 하나씩 헤쳐 가겠습니다. 
정의, 공정, 법치, 추미애의 정공법으로 이뤄내겠습니다. 
감사합니다.
2021년 9월 16일
더불어민주당 대통령 경선후보
기호6번 추미애",3.1K,219,257,2021-09-16 00:00:00,"['존경', '하는', '국민', '여러분', '광주', '시민', '과', '전남', '도민', '여러분', '지난', '7월', '첫', '번째', '지역', '일정', '으로', '광주', '를', '선택', '했던', '저', '추미애', '다시', '광주', '에', '왔습니다', '1', '차', '수퍼', '위', '크', '결과', '당당히', '3', '위로', '도약', '했고', '두', '자릿수', '지지율', '을', '보내주셨습니다', '다시', '한', '번', '감사', '드립니다', '내년', '대선', '그리고', '이번', '경선', '결국', '은', '호남', '의', '선택', '이', '승패', '를', '좌우', '합니다', '광주', '전남', '전북', '의', '20만', '권리', '당원', '의', '표심', '이', '어떤', '선택', '을', '하느냐에', '따라', '대한민국', '의', '미래', '를', '결정', '하게', '되는', '것', '입니다', '호남', '은', '역대', '로', '눈', '에', '보이는', '대세', '가', '아니라', '심장', '으로', '보는', '가치', '와', '비전을', '선택', '하셨습니다', '대한민국', '의', '민생', '과', '민주주의', '평화', '의', '보루', '이자', '방향타', '역할', '을', '해주셨습니다', '동학혁명', '과', '촛불', '혁명', '을', '잇는', '518', '광주', '의', '정신', '은', '지금', '도', '우리', '의', '삶', '곳곳', '에', '흐르고', '있습니다', '민주', '정부', '4', '기', '수립', '을', '위해', '우리', '는', '뼈', '를', '깎는', '성찰', '과', '반성', '을', '해야', '합니다', '문재인', '정부', '는', '누가', '뭐라', '해도', '촛불', '민심', '을', '받', '드는', '촛불', '정부', '이고', '촛불', '정부', '여야', '합니다', '민주', '정부', '4', '기', '역시', '촛불', '정신', '을', '잇는', '강력한', '개혁', '정부', '민주', '정부', '여야', '합니다', '민주당', '의', '존재', '이유', '는', '개혁', '입니다', '개혁', '은', '민주당', '의', '존재', '이유', '입니다', '개혁', '의', '깃발', '을', '놓는', '순간', '우리', '의', '자랑스러운', '민주당', '은', '그저', '속물', '들', '의', '출세', '와', '영', '달', '을', '위', '한', '욕망', '의', '도구로', '전락', '하게', '될', '것', '입니다', '개혁', '을', '소홀히', '하고', '오히려', '발목', '잡던', '사람', '이', '민주당', '의', '대통령', '후보', '가', '되어서는', '안', '됩니다', '네거티브', '와', '무책임', '의', '대명사', '가', '민주당', '의', '얼굴', '이', '되어서는', '안', '됩니다', '개혁', '에', '소', '명감', '을', '갖고', '개혁', '에', '헌신', '할', '줄', '알', '고', '개혁', '을', '위해', '당당히', '용기', '낼', '수', '있는', '사람', '이', '필요합니다', '차기', '민주당', '정부', '는', '개혁', '노선', '을', '보다', '선명하게', '선언', '하고', '실천', '해', '갈', '것', '입니다', '저', '추미애', '가', '해내겠습니다', '모든', '사회', '대', '개혁', '을', '가로막았던', '검찰', '개혁', '과', '사법', '개혁', '이', '이제', '눈앞', '에', '와있습니다', '검', '경', '수사권', '조정', '과', '공', '수', '처', '설치는', '완성', '했습니다', '이제', '검찰', '개혁', '의', '핵심', '인', '수사권', '기소권', '분리', '에', '이어', '중대', '범죄수사', '청', '설치', '만', '남아', '있습니다', '검찰', '개혁', '이', '이뤄져야', '사법', '정의', '가', '바로', '세워지고', '정치', '개혁', '언론', '개혁', '사학', '개혁', '재벌', '개혁', '등', '비로소', '촛불', '혁명', '의', '염원', '인', '사회', '대', '개혁', '을', '이룰', '수', '있습니다', '사회', '대', '개혁', '없이', '21', '세기', '선진', '강국', '으로', '한', '치도', '나아갈', '수', '없다는', '점', '은', '너무나', '자명합니다', '국민', '여러분', '윤석열', '정치검찰', '의', '청부', '고발', '사건', '은', '대표', '적', '인', '국기', '문란', '사건', '이자', '그', '내용', '의', '핵심', '은', '검찰', '과', '야당', '의', '검은', '야합', '입니다', '검찰', '이', '보복', '성', '고발장', '을', '작성', '야당', '에', '전달', '하면', '야당', '은', '정치', '공세', '와', '검찰', '수사', '를', '촉구', '하고', '언론', '은', '이를', '부풀려', '개혁', '을', '저지', '하고', '가로막는', '검언정', '카르텔', '의', '주거', '니', '받거니', '정치', '공작', '입니다', '윤석열', '은', '자신', '이', '저지른', '일', '을', '덮어', '버리고자', '추미애', '탓', '을', '하고', '박지원', '탓', '을', '합니다', '그', '마저도', '먹히지', '않자', '국민', '의', '힘', '내부', '경쟁자', '를', '향', '해', '비난', '을', '퍼붓고', '있습니다', '제', '가', '경고', '한', '그대로', '국민', '의', '힘', '은', '정치검찰', '윤석열', '을', '입당', '시킨', '후', '과를', '단단히', '치를', '것', '입니다', '아무리', '발버둥', '쳐도', '진실', '의', '문', '은', '이미', '열렸습니다', '문제', '는', '이러한', '사안', '의', '본질', '을', '제대로', '알지도', '꿰뚫어', '보지', '도', '못', '하는', '사람', '들', '이', '민주당', '경', '선장', '에서', '윤석열', '의', '논리', '로', '상대', '후보', '를', '공격', '하고', '있다는', '점', '입니다', '스스로', '부끄러운', '줄', '알아야', '할', '것', '입니다', '저', '는', '지난', '해', '8월', '검', '경', '수사권', '조정', '등', '외부', '환경', '의', '변화', '로', '수', '사', '기능', '의', '조정', '을', '목표', '로', '검찰', '의', '직제', '를', '개편', '하고', '인사', '를', '단행', '한', '바', '있습니다', '대검', '의', '수', '사', '정보', '정책', '관실', '을', '대폭', '축소', '하기로', '하고', '1', '정책', '관', '2', '담당', '관', '체제', '를', '1', '담당', '관', '체제', '로', '확정', '했습니다', '당연히', '인사', '도', '교체', '해야', '합니다', '그런데', '윤석열', '은', '손준', '성', '검사', '의', '유임', '을', '강력히', '요구', '했습니다', '법무부', '장관', '인', '제', '게', '도', '강력한', '요청', '을', '해왔고', '그게', '먹히지', '않자', '제', '2', '제', '3', '의', '인사', '를', '통해', '자신', '의', '요구', '를', '관철', '시키고자', '했습니다', '손준', '성', '에', '대해', '직급', '을', '강등', '시', '켜서라도', '그', '자리', '에', '앉히려는', '이유', '를', '납득', '하기', '어려웠습니다', '그런데', '나중', '에', '알', '고', '보니', '바로', '판사', '사찰', '문건', '을', '작성', '하던', '곳', '이', '수', '사', '정보', '정책', '관실', '이었던', '것', '이었습니다', '그리고', '이번', '에', '드러난', '청부', '고발', '장이', '작성', '된', '곳', '으로', '강력히', '추정', '되는', '인물', '이었습니다', '왜', '윤석열', '이', '손준', '성', '검사', '를', '싸고돌았는지', '확연', '해진', '것', '입니다', '이를', '두고', '이제', '와서', '장관', '에게', '책임', '을', '묻는', '이낙연', '후보', '의', '논리', '는', '도저히', '납득', '이', '되지', '않습니다', '다시', '한', '번', '강력한', '유감', '을', '전하', '며', '사과', '를', '촉구', '합니다', '손준', '성', '검사', '의', '유임', '을', '강력히', '원했던', '윤석열', '그', '윤석열', '의', '요구', '를', '저', '에게', '강압', '하', '듯', '전달', '했던', '인사', '들', '에', '대해', '서는', '분명히', '밝힐', '날', '이', '올', '것', '입니다', '이를', '두고', '청와대', '가', '직접', '일개', '검사', '의', '유임', '을', '요청', '했다는', '식', '으로', '왜곡', '해서는', '안', '됩니다', '존경', '하는', '광주', '전남', '시민', '여러분', '추미애', '가', '가고자', '하는', '21', '세기', '형', '선진국가', '대한민국', '은', '국가', '균형발전', '40', '시대', '를', '열어', '갈', '것', '입니다', '추미애', '는', '광주', '전남', '을', '국가', '균형발전', '40시', '대의', '전', '초기', '지로', '만들어', '내겠습니다', '첫째', '518', '민주화', '운동', '정신', '을', '헌법', '전문', '에', '싣는', '개헌', '을', '추진', '해', '문재인', '대통령', '의', '약속', '을', '완수', '하고', '국가', '균형발전', '의', '역사', '적', '줄기', '와', '정신', '적', '근간', '을', '마련', '하겠습니다', '둘째', '87년', '민주화', '운동', '의', '헌법', '적', '성과', '인', '헌법재판소', '를', '민주화', '운동', '의', '성지인', '광주', '에', '유치하겠습니다', '행정', '중심', '도시', '세종', '에', '이어', '헌법', '중심', '도시', '광주', '로', '키워', '광주', '시민', '의', '자긍심', '을', '드높이겠습니다', '셋째', '광주', '나주목', '포일', '대', '와', '여', '수', '순천', '광양', '일대', '를', '잇는', '호남', '형', '메가시티', '를', '구축', '하겠습니다', '넷째', '호남', '형', '메가시티', '는', '세계', '적', '수준', '의', '인공', '지능', '신재생에너지', '자율', '자동차', '우주', '산업', '육성', '으로', '명실', '상부', '한', '4', '차', '산업혁명', '의', '전초', '기지', '가', '될', '것', '입니다', '광주', '전남', '당원', '동지', '여러분', '민주당', '은', '다시', '촛불', '로', '돌아와야', '합니다', '다시', '평화로', '돌아와야', '합니다', '무늬', '만', '민주당', '이', '아니라', '정신', '도', '심장', '도', '민주당', '이', '되어야', '합니다', '실망하고', '돌아선', '민주', '개혁', '세력', '을', '오월', '광주', '정신', '의', '깃발', '아래', '모', '아야', '합니다', '개혁', '정치', '의', '복원', '없는', '중도', '외연', '확장', '은', '허구', '입니다', '시대', '가', '내린', '개혁', '의', '과제', '앞', '에서', '주저', '하', '거나', '비겁하게', '돌아가지', '말아야', '합니다', '오월', '광주', '정신과', '촛불', '정신', '은', '하나', '입니다', '촛불', '혁명', '의', '정신', '을', '다시', '일으켜', '세워', '사회', '대', '개혁', '의', '소명', '을', '끝내', '이뤄내야', '합니다', '저', '추미애', '결단', '하고', '용감하게', '개혁', '의', '관문', '을', '하나', '씩', '헤쳐', '가겠습니다', '정의', '공정', '법치', '추미애', '의', '정', '공법', '으로', '이뤄내겠습니다', '감사합니다', '2021년', '9월', '16일', '더불어', '민주당', '대통령', '경선', '후보', '기호', '6', '번', '추미애']",-9.872319149174528,-2.44,,,,,,,True,True,,,,,
[오늘의 추미애],1K,77,53,2021-09-16 00:00:00,"['오늘', '의', '추미애']",0.0,0.0,,,,,,,,,,,,,
"잠이 오지 않는다.
한창 개혁 페달을 밟고 있을 때 '당이 재보궐 선거 분위기 망친다며 장관 물러나라 한다.  그게 정치다' 라는 소리를 듣고 모두를 위해 물러났었다.  
 그런데 당은 끝내 개혁 실종시키고 선거 참패하고 검찰의 음습한 쿠데타도 모르고 거꾸로 장관이 징계청구로  키워줬다고 원망을 했다. 이제와 해임건의한 대표가  탓을 바꾸려는 프레임걸기를 시도한다.  이런걸 정치라고 해야하나 싶다. 그나마 잠잘 시간 아끼며 공분을 토로해 주는 이가 있어 위로가 된다.",5.8K,578,323,2021-09-15 00:00:00,"['잠', '이', '오지', '않는다', '한창', '개혁', '페달', '을', '밟고', '있을', '때', '당', '이', '재보궐', '선거', '분위기', '망친다며', '장관', '물러나라', '한다', '그게', '정치', '다', '라는', '소리', '를', '듣고', '모두', '를', '위해', '물러났었다', '그런데', '당', '은', '끝내', '개혁', '실종', '시키고', '선거', '참패', '하고', '검찰', '의', '음습', '한', '쿠데타', '도', '모르고', '거꾸로', '장관', '이', '징계', '청구', '로', '키워', '줬다고', '원망', '을', '했다', '이제', '와', '해임', '건의', '한', '대표', '가', '탓', '을', '바꾸려는', '프레임', '걸기를', '시도', '한다', '이런', '걸', '정치', '라고', '해야하나', '싶다', '그나마', '잠잘', '시간', '아끼며', '공', '분', '을', '토로', '해', '주는', '이', '가', '있어', '위로', '가', '된다']",-5.837186531669207,-1.96,,,,,,,,,,,,,
[오늘의 추미애],1K,62,40,2021-09-15 00:00:00,"['오늘', '의', '추미애']",0.0,0.0,,,,,,,,,,,,,
"검찰권력을 가족비리 변호기관으로 활용한 윤석열사단의 비리는 끝이 안보입니다.   
지난 해 3월 대검이 '윤석열 장모 의혹 대응 문건'을 작성한 것이 밝혀 졌습니다.
장모에게 제기된 4개 의혹에 대응하기 위해 내부문건을 만든 것입니다. 그 문건을 보면  범죄혐의로 고소 고발 진정을 받은 최씨를 일방적으로 피해자, 투자자로 옹호하며 최씨를 변호하는구조로 기술되 있습니다. 
아마도 치밀한 기획 아래에 지난 해 3월에 이같은 문건을 작성하고 4월 3일 미래통합당(국민의힘 전신)에 고발을 해달라고 할 때 건넨  고발장의 기초자료로 활용한 것으로 보입니다.  
수사기관은 즉시 한동훈 등을 입건하고 이것을 누가 기획한 것인지 수사해야합니다.  윤총장의 지시가 없이 불가능한 장모의 개인 송사를 왜 대검이라는 공권력 기관이 직접 엄호하는 지 진상을 밝혀야 합니다.    
윤총장은 장모관련 사건들에 대해서는 보고도 받지 않겠다고 하였으나 사실은 대검이 장모의 변호인 역할을 한 셈이었습니다.  
이에 윤 측은 '지난 해 11월, 추미애 법무부장관이 대검감찰부에 압수수색을 지시했으나 나온 자료가 없다.
징계사유에도 포함시키지 못했다.
법무부가 수사의뢰를 했으나 무혐의 처분됐다'는변명을 합니다. 
그러나 그 같은 주장은 사실과 명백히 다릅니다.    
지난 해 10월 19일 이미  2차 수사지휘에 윤석열 본인과 배우자 장모 관련 사건을 수사지휘를 하여 수사가 진행 중이었고 현재도 수사가 진행 중입니다. 그러므로 수사 진행 중인  사건들이므로  당연히 11월 감찰과 징계 청구 사유에 포함시키지 않았습니다. 수사지휘한 결과  장모의 요양병원 사건은 수십억 원의 요양병원 보조금 횡령으로 장모는 11월 24일 기소되어 징역 3년의 실형이 선고 되었습니다. 
진실은 변명으로 덮이지 않습니다. 제왕적 총장으로 대권욕을 키우다가 장애물이 될 것같은 사건들을 검찰권력을 이용해  움켜쥐고 수사를 막거나 왜곡시킨 것의 실체가 드러나고 있습니다.",5K,247,515,2021-09-15 00:00:00,"['검찰', '권력', '을', '가족', '비리', '변호', '기관', '으로', '활용', '한', '윤석열', '사단', '의', '비리는', '끝', '이', '안', '보입니다', '지난', '해', '3월', '대검', '이', '윤석열', '장모', '의혹', '대응', '문건', '을', '작성', '한', '것', '이', '밝혀', '졌습니다', '장모', '에게', '제기', '된', '4', '개', '의혹', '에', '대응', '하기', '위해', '내부', '문건', '을', '만든', '것', '입니다', '그', '문건', '을', '보면', '범죄', '혐의', '로', '고소', '고발', '진정', '을', '받은', '최씨', '를', '일방', '적', '으로', '피해자', '투자자', '로', '옹호', '하며', '최씨', '를', '변호', '하는', '구조', '로', '기술', '되', '있습니다', '아마도', '치밀한', '기획', '아래', '에', '지난', '해', '3월', '에', '이', '같은', '문건', '을', '작성', '하고', '4월', '3일', '미래', '통합', '당', '국민', '의', '힘', '전신', '에', '고발', '을', '해달라고', '할', '때', '건넨', '고발장', '의', '기초', '자료', '로', '활용', '한', '것', '으로', '보입니다', '수', '사', '기관', '은', '즉시', '한동훈', '등', '을', '입건', '하고', '이', '것', '을', '누가', '기획', '한', '것', '인지', '수사', '해야', '합니다', '윤총장', '의', '지시', '가', '없이', '불가능한', '장모', '의', '개인', '송사', '를', '왜', '대검', '이라는', '공권력', '기관', '이', '직접', '엄호', '하는', '지', '진상', '을', '밝혀야', '합니다', '윤총장', '은', '장모', '관련', '사건', '들', '에', '대해', '서는', '보고', '도', '받지', '않겠다고', '하였으나', '사실', '은', '대검', '이', '장모', '의', '변호인', '역할', '을', '한', '셈이었습니다', '이', '에', '윤', '측은', '지난', '해', '11월', '추미애', '법무부', '장관', '이', '대검', '감찰', '부', '에', '압수수색', '을', '지시', '했으나', '나온', '자료', '가', '없다', '징계', '사유', '에도', '포함', '시키지', '못', '했다', '법무부', '가', '수사의뢰', '를', '했으나', '무혐의', '처분', '됐다는', '변명', '을', '합니다', '그러나', '그', '같은', '주장', '은', '사실', '과', '명백히', '다릅니다', '지난', '해', '10월', '19일', '이미', '2', '차', '수', '사', '지휘', '에', '윤석열', '본인', '과', '배우자', '장모', '관련', '사건', '을', '수', '사', '지휘', '를', '하여', '수사', '가', '진행', '중', '이었고', '현재', '도', '수사', '가', '진행', '중', '입니다', '그러므로', '수사', '진행', '중인', '사건', '들이므로', '당연히', '11월', '감찰', '과', '징계', '청구', '사유', '에', '포함', '시키지', '않았습니다', '수', '사', '지휘', '한', '결과', '장모', '의', '요양', '병원', '사건', '은', '수십억', '원', '의', '요양', '병원', '보조금', '횡령', '으로', '장모', '는', '11월', '24일', '기소', '되어', '징역', '3년', '의', '실형', '이', '선고', '되었습니다', '진실', '은', '변명', '으로', '덮이지', '않습니다', '제왕', '적', '총장', '으로', '대권', '욕', '을', '키우다가', '장애물', '이', '될', '것', '같은', '사건', '들', '을', '검찰', '권력', '을', '이용', '해', '움켜쥐고', '수사', '를', '막거나', '왜곡', '시킨', '것', '의', '실체', '가', '드러나고', '있습니다']",-12.452119680940445,-3.49,,,,,,,,True,,,,,
